expiry,T,strike,type,market_price,bid,ask,iv,volume,oi
2026-08-28,0.07671232876712329,320.0,call,29.95,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-28,0.07671232876712329,325.0,call,34.7,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-28,0.07671232876712329,330.0,call,28.58,0.0,0.0,1.0000000000000003e-05,5.0,0.0
2026-08-28,0.07671232876712329,335.0,call,18.0,0.0,0.0,1.0000000000000003e-05,12.0,0.0
2026-08-28,0.07671232876712329,340.0,call,12.6,0.0,0.0,1.0000000000000003e-05,41.0,0.0
2026-08-28,0.07671232876712329,345.0,call,9.15,0.0,0.0,0.000986552734375,33.0,0.0
2026-08-28,0.07671232876712329,350.0,call,7.2,0.0,0.0,0.015634843750000002,241.0,0.0
2026-08-28,0.07671232876712329,355.0,call,6.2,0.0,0.0,0.0312596875,77.0,0.0
2026-08-28,0.07671232876712329,360.0,call,3.45,0.0,0.0,0.0312596875,26.0,0.0
2026-08-28,0.07671232876712329,365.0,call,2.05,0.0,0.0,0.0312596875,35.0,0.0
2026-08-28,0.07671232876712329,370.0,call,1.22,0.0,0.0,0.062509375,18.0,0.0
2026-08-28,0.07671232876712329,375.0,call,0.94,0.0,0.0,0.062509375,794.0,0.0
2026-08-28,0.07671232876712329,380.0,call,0.54,0.0,0.0,0.062509375,7.0,0.0
2026-08-28,0.07671232876712329,385.0,call,0.59,0.0,0.0,0.062509375,56.0,0.0
2026-08-28,0.07671232876712329,390.0,call,0.38,0.0,0.0,0.12500875,2.0,0.0
2026-08-28,0.07671232876712329,395.0,call,0.5,0.0,0.0,0.12500875,4.0,0.0
2026-08-28,0.07671232876712329,400.0,call,0.22,0.0,0.0,0.12500875,5.0,0.0
2026-08-28,0.07671232876712329,405.0,call,0.68,0.0,0.0,0.12500875,1.0,0.0
2026-08-28,0.07671232876712329,230.0,put,0.1,0.0,0.0,0.2500075,,0.0
2026-08-28,0.07671232876712329,255.0,put,0.44,0.0,0.0,0.2500075,,0.0
2026-08-28,0.07671232876712329,260.0,put,0.31,0.0,0.0,0.2500075,,0.0
2026-08-28,0.07671232876712329,265.0,put,0.12,0.0,0.0,0.2500075,2.0,0.0
2026-08-28,0.07671232876712329,270.0,put,0.09,0.0,0.0,0.12500875,,0.0
2026-08-28,0.07671232876712329,275.0,put,0.16,0.0,0.0,0.12500875,2.0,0.0
2026-08-28,0.07671232876712329,280.0,put,0.17,0.0,0.0,0.12500875,23.0,0.0
2026-08-28,0.07671232876712329,285.0,put,0.38,0.0,0.0,0.12500875,5.0,0.0
2026-08-28,0.07671232876712329,290.0,put,0.37,0.0,0.0,0.12500875,1.0,0.0
2026-08-28,0.07671232876712329,295.0,put,0.72,0.0,0.0,0.12500875,1.0,0.0
2026-08-28,0.07671232876712329,300.0,put,0.5,0.0,0.0,0.12500875,15.0,0.0
2026-08-28,0.07671232876712329,305.0,put,0.58,0.0,0.0,0.12500875,1.0,0.0
2026-08-28,0.07671232876712329,310.0,put,0.88,0.0,0.0,0.062509375,4.0,0.0
2026-08-28,0.07671232876712329,315.0,put,1.41,0.0,0.0,0.062509375,21.0,0.0
2026-08-28,0.07671232876712329,320.0,put,1.97,0.0,0.0,0.062509375,22.0,0.0
2026-08-28,0.07671232876712329,325.0,put,2.5,0.0,0.0,0.062509375,37.0,0.0
2026-08-28,0.07671232876712329,330.0,put,3.72,0.0,0.0,0.0312596875,45.0,0.0
2026-08-28,0.07671232876712329,335.0,put,4.4,0.0,0.0,0.0312596875,12.0,0.0
2026-08-28,0.07671232876712329,340.0,put,6.0,0.0,0.0,0.015634843750000002,32.0,0.0
2026-08-28,0.07671232876712329,345.0,put,8.4,0.0,0.0,1.0000000000000003e-05,23.0,0.0
2026-08-28,0.07671232876712329,350.0,put,10.42,0.0,0.0,1.0000000000000003e-05,97.0,0.0
2026-08-28,0.07671232876712329,355.0,put,14.15,0.0,0.0,1.0000000000000003e-05,25.0,0.0
2026-08-28,0.07671232876712329,360.0,put,15.13,0.0,0.0,1.0000000000000003e-05,3.0,0.0
2026-08-28,0.07671232876712329,365.0,put,19.5,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-28,0.07671232876712329,370.0,put,19.05,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-28,0.07671232876712329,380.0,put,29.0,0.0,0.0,1.0000000000000003e-05,,0.0
2026-08-28,0.07671232876712329,390.0,put,43.35,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-28,0.07671232876712329,395.0,put,55.0,0.0,0.0,1.0000000000000003e-05,20.0,0.0
2026-08-28,0.07671232876712329,400.0,put,53.35,0.0,0.0,1.0000000000000003e-05,22.0,0.0
2026-09-04,0.0958904109589041,290.0,call,60.3,0.0,0.0,1.0000000000000003e-05,,
2026-09-04,0.0958904109589041,295.0,call,55.35,0.0,0.0,1.0000000000000003e-05,,
2026-09-04,0.0958904109589041,305.0,call,45.95,0.0,0.0,1.0000000000000003e-05,,
2026-09-04,0.0958904109589041,310.0,call,43.05,0.0,0.0,1.0000000000000003e-05,34.0,0.0
2026-09-04,0.0958904109589041,315.0,call,44.15,0.0,0.0,1.0000000000000003e-05,12.0,0.0
2026-09-04,0.0958904109589041,320.0,call,36.04,0.0,0.0,1.0000000000000003e-05,3.0,0.0
2026-09-04,0.0958904109589041,325.0,call,28.15,0.0,0.0,1.0000000000000003e-05,,0.0
2026-09-04,0.0958904109589041,330.0,call,24.2,0.0,0.0,1.0000000000000003e-05,,0.0
2026-09-04,0.0958904109589041,335.0,call,19.85,0.0,0.0,1.0000000000000003e-05,5.0,0.0
2026-09-04,0.0958904109589041,345.0,call,11.0,0.0,0.0,0.000986552734375,10.0,0.0
2026-09-04,0.0958904109589041,350.0,call,8.0,0.0,0.0,0.015634843750000002,7.0,0.0
2026-09-04,0.0958904109589041,355.0,call,7.5,0.0,0.0,0.015634843750000002,26.0,0.0
2026-09-04,0.0958904109589041,360.0,call,4.48,0.0,0.0,0.0312596875,13.0,0.0
2026-09-04,0.0958904109589041,365.0,call,4.83,0.0,0.0,0.0312596875,1.0,0.0
2026-09-04,0.0958904109589041,370.0,call,2.94,0.0,0.0,0.062509375,4.0,0.0
2026-09-04,0.0958904109589041,375.0,call,1.5,0.0,0.0,0.062509375,2.0,0.0
2026-09-04,0.0958904109589041,380.0,call,1.3,0.0,0.0,0.062509375,2.0,0.0
2026-09-04,0.0958904109589041,385.0,call,2.5,0.0,0.0,0.062509375,3.0,0.0
2026-09-04,0.0958904109589041,280.0,put,0.3,0.0,0.0,0.12500875,,0.0
2026-09-04,0.0958904109589041,300.0,put,0.8,0.0,0.0,0.12500875,1.0,0.0
2026-09-04,0.0958904109589041,310.0,put,1.14,0.0,0.0,0.062509375,17.0,0.0
2026-09-04,0.0958904109589041,315.0,put,1.21,0.0,0.0,0.062509375,6.0,0.0
2026-09-04,0.0958904109589041,320.0,put,2.44,0.0,0.0,0.062509375,10.0,0.0
2026-09-04,0.0958904109589041,325.0,put,3.29,0.0,0.0,0.0312596875,9.0,0.0
2026-09-04,0.0958904109589041,330.0,put,4.12,0.0,0.0,0.0312596875,10.0,0.0
2026-09-04,0.0958904109589041,335.0,put,5.67,0.0,0.0,0.015634843750000002,15.0,0.0
2026-09-04,0.0958904109589041,340.0,put,6.7,0.0,0.0,0.007822421875,5.0,0.0
2026-09-04,0.0958904109589041,345.0,put,8.12,0.0,0.0,1.0000000000000003e-05,5.0,0.0
2026-09-04,0.0958904109589041,350.0,put,9.22,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-04,0.0958904109589041,355.0,put,10.65,0.0,0.0,1.0000000000000003e-05,16.0,0.0
2026-09-04,0.0958904109589041,360.0,put,12.05,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-09-04,0.0958904109589041,365.0,put,19.0,0.0,0.0,1.0000000000000003e-05,8.0,0.0
2026-09-04,0.0958904109589041,385.0,put,29.75,0.0,0.0,1.0000000000000003e-05,10.0,0.0
2026-09-04,0.0958904109589041,390.0,put,42.1,0.0,0.0,1.0000000000000003e-05,,
2026-09-18,0.13424657534246576,130.0,call,181.18,177.0,180.65,1.0000000000000003e-05,1.0,3.0
2026-09-18,0.13424657534246576,135.0,call,211.45,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-18,0.13424657534246576,140.0,call,187.47,166.3,170.25,1.0000000000000003e-05,4.0,0.0
2026-09-18,0.13424657534246576,150.0,call,154.9,152.9,157.0,1.0000000000000003e-05,,2.0
2026-09-18,0.13424657534246576,160.0,call,200.0,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-18,0.13424657534246576,165.0,call,170.58,137.1,140.95,1.0000000000000003e-05,2.0,70.0
2026-09-18,0.13424657534246576,170.0,call,159.95,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-18,0.13424657534246576,175.0,call,127.02,0.0,0.0,1.0000000000000003e-05,10.0,0.0
2026-09-18,0.13424657534246576,180.0,call,153.87,0.0,0.0,1.0000000000000003e-05,5.0,0.0
2026-09-18,0.13424657534246576,185.0,call,149.31,0.0,0.0,1.0000000000000003e-05,77.0,0.0
2026-09-18,0.13424657534246576,190.0,call,144.05,0.0,0.0,1.0000000000000003e-05,5.0,0.0
2026-09-18,0.13424657534246576,195.0,call,140.4,0.0,0.0,1.0000000000000003e-05,20.0,0.0
2026-09-18,0.13424657534246576,200.0,call,149.95,0.0,0.0,1.0000000000000003e-05,10.0,0.0
2026-09-18,0.13424657534246576,205.0,call,135.96,0.0,0.0,1.0000000000000003e-05,6.0,0.0
2026-09-18,0.13424657534246576,210.0,call,130.75,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-18,0.13424657534246576,215.0,call,119.6,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-09-18,0.13424657534246576,220.0,call,126.5,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-18,0.13424657534246576,225.0,call,121.6,0.0,0.0,1.0000000000000003e-05,3.0,0.0
2026-09-18,0.13424657534246576,230.0,call,105.15,0.0,0.0,1.0000000000000003e-05,11.0,0.0
2026-09-18,0.13424657534246576,235.0,call,120.47,0.0,0.0,1.0000000000000003e-05,10.0,0.0
2026-09-18,0.13424657534246576,240.0,call,89.58,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-18,0.13424657534246576,245.0,call,99.34,0.0,0.0,1.0000000000000003e-05,3.0,0.0
2026-09-18,0.13424657534246576,250.0,call,101.32,0.0,0.0,1.0000000000000003e-05,5.0,0.0
2026-09-18,0.13424657534246576,255.0,call,89.35,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-18,0.13424657534246576,260.0,call,86.0,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-18,0.13424657534246576,265.0,call,71.35,0.0,0.0,1.0000000000000003e-05,10.0,0.0
2026-09-18,0.13424657534246576,270.0,call,89.85,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-09-18,0.13424657534246576,275.0,call,71.15,0.0,0.0,1.0000000000000003e-05,5.0,0.0
2026-09-18,0.13424657534246576,280.0,call,77.7,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-18,0.13424657534246576,285.0,call,67.28,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-09-18,0.13424657534246576,290.0,call,68.02,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-18,0.13424657534246576,295.0,call,57.27,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-09-18,0.13424657534246576,300.0,call,50.67,0.0,0.0,1.0000000000000003e-05,20.0,0.0
2026-09-18,0.13424657534246576,305.0,call,56.22,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-18,0.13424657534246576,310.0,call,49.54,0.0,0.0,1.0000000000000003e-05,15.0,0.0
2026-09-18,0.13424657534246576,315.0,call,44.35,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-18,0.13424657534246576,320.0,call,30.6,0.0,0.0,1.0000000000000003e-05,15.0,0.0
2026-09-18,0.13424657534246576,325.0,call,29.9,0.0,0.0,1.0000000000000003e-05,59.0,0.0
2026-09-18,0.13424657534246576,330.0,call,22.5,0.0,0.0,1.0000000000000003e-05,15.0,0.0
2026-09-18,0.13424657534246576,335.0,call,18.75,0.0,0.0,1.0000000000000003e-05,14.0,0.0
2026-09-18,0.13424657534246576,340.0,call,16.1,0.0,0.0,1.0000000000000003e-05,49.0,0.0
2026-09-18,0.13424657534246576,345.0,call,12.45,0.0,0.0,0.000986552734375,83.0,0.0
2026-09-18,0.13424657534246576,350.0,call,10.37,0.0,0.0,0.007822421875,689.0,0.0
2026-09-18,0.13424657534246576,355.0,call,8.1,0.0,0.0,0.015634843750000002,502.0,0.0
2026-09-18,0.13424657534246576,360.0,call,5.85,0.0,0.0,0.0312596875,836.0,0.0
2026-09-18,0.13424657534246576,365.0,call,4.65,0.0,0.0,0.0312596875,102.0,0.0
2026-09-18,0.13424657534246576,370.0,call,3.3,0.0,0.0,0.0312596875,189.0,0.0
2026-09-18,0.13424657534246576,375.0,call,2.21,0.0,0.0,0.062509375,143.0,0.0
2026-09-18,0.13424657534246576,380.0,call,1.73,0.0,0.0,0.062509375,116.0,0.0
2026-09-18,0.13424657534246576,385.0,call,1.07,0.0,0.0,0.062509375,13.0,0.0
2026-09-18,0.13424657534246576,390.0,call,0.92,0.0,0.0,0.062509375,18.0,0.0
2026-09-18,0.13424657534246576,395.0,call,0.81,0.0,0.0,0.062509375,35.0,0.0
2026-09-18,0.13424657534246576,400.0,call,0.39,0.0,0.0,0.062509375,61.0,0.0
2026-09-18,0.13424657534246576,405.0,call,0.27,0.0,0.0,0.062509375,66.0,0.0
2026-09-18,0.13424657534246576,410.0,call,0.18,0.0,0.0,0.12500875,61.0,0.0
2026-09-18,0.13424657534246576,415.0,call,0.14,0.0,0.0,0.12500875,6.0,0.0
2026-09-18,0.13424657534246576,420.0,call,0.13,0.0,0.0,0.12500875,3.0,0.0
2026-09-18,0.13424657534246576,425.0,call,0.21,0.0,0.0,0.12500875,54.0,0.0
2026-09-18,0.13424657534246576,430.0,call,0.14,0.0,0.0,0.12500875,26.0,0.0
2026-09-18,0.13424657534246576,435.0,call,0.23,0.0,0.0,0.12500875,1.0,0.0
2026-09-18,0.13424657534246576,440.0,call,0.25,0.0,0.46,0.33350275878906255,1.0,104.0
2026-09-18,0.13424657534246576,445.0,call,0.13,0.0,0.0,0.12500875,2.0,0.0
2026-09-18,0.13424657534246576,450.0,call,0.13,0.0,0.0,0.12500875,5.0,0.0
2026-09-18,0.13424657534246576,455.0,call,0.48,0.01,0.93,0.41760836303710935,,1.0
2026-09-18,0.13424657534246576,460.0,call,0.02,0.0,0.0,0.12500875,15.0,0.0
2026-09-18,0.13424657534246576,470.0,call,0.25,0.0,0.0,0.12500875,2.0,0.0
2026-09-18,0.13424657534246576,475.0,call,0.14,0.0,2.15,0.551762294921875,,11.0
2026-09-18,0.13424657534246576,490.0,call,0.25,0.0,0.0,0.2500075,2.0,0.0
2026-09-18,0.13424657534246576,130.0,put,0.04,0.0,0.0,0.500005,89.0,0.0
2026-09-18,0.13424657534246576,135.0,put,0.04,0.0,0.0,0.500005,14.0,0.0
2026-09-18,0.13424657534246576,140.0,put,0.13,0.0,0.0,0.500005,1.0,0.0
2026-09-18,0.13424657534246576,145.0,put,0.04,0.0,0.0,0.500005,2.0,0.0
2026-09-18,0.13424657534246576,150.0,put,0.16,0.0,0.0,0.500005,3.0,0.0
2026-09-18,0.13424657534246576,155.0,put,0.54,0.0,0.0,0.500005,5.0,0.0
2026-09-18,0.13424657534246576,160.0,put,0.01,0.0,0.0,0.500005,31.0,0.0
2026-09-18,0.13424657534246576,165.0,put,0.17,0.0,2.13,1.0473680444335938,3.0,33.0
2026-09-18,0.13424657534246576,170.0,put,0.01,0.0,0.0,0.500005,1.0,0.0
2026-09-18,0.13424657534246576,175.0,put,0.17,0.0,2.13,0.9721682470703125,2.0,104.0
2026-09-18,0.13424657534246576,180.0,put,0.27,0.0,2.13,0.9362799340820311,1.0,61.0
2026-09-18,0.13424657534246576,185.0,put,0.08,0.0,0.0,0.2500075,1.0,0.0
2026-09-18,0.13424657534246576,190.0,put,0.01,0.0,0.0,0.2500075,8.0,0.0
2026-09-18,0.13424657534246576,195.0,put,0.13,0.0,0.0,0.2500075,12.0,0.0
2026-09-18,0.13424657534246576,200.0,put,0.06,0.0,0.0,0.2500075,5.0,0.0
2026-09-18,0.13424657534246576,205.0,put,0.02,0.0,0.0,0.2500075,4.0,0.0
2026-09-18,0.13424657534246576,210.0,put,0.01,0.0,0.0,0.2500075,4.0,0.0
2026-09-18,0.13424657534246576,215.0,put,0.04,0.0,0.0,0.2500075,4.0,0.0
2026-09-18,0.13424657534246576,220.0,put,0.1,0.0,0.0,0.2500075,4.0,0.0
2026-09-18,0.13424657534246576,225.0,put,0.09,0.0,0.0,0.2500075,7.0,0.0
2026-09-18,0.13424657534246576,230.0,put,0.1,0.0,0.0,0.2500075,2.0,0.0
2026-09-18,0.13424657534246576,235.0,put,0.26,0.0,0.0,0.2500075,1.0,0.0
2026-09-18,0.13424657534246576,240.0,put,0.15,0.0,0.0,0.2500075,1.0,0.0
2026-09-18,0.13424657534246576,245.0,put,0.09,0.0,0.0,0.2500075,13.0,0.0
2026-09-18,0.13424657534246576,250.0,put,0.16,0.0,0.0,0.12500875,8.0,0.0
2026-09-18,0.13424657534246576,255.0,put,0.18,0.0,0.0,0.12500875,15.0,0.0
2026-09-18,0.13424657534246576,260.0,put,0.17,0.0,0.0,0.12500875,11.0,0.0
2026-09-18,0.13424657534246576,265.0,put,0.19,0.0,0.0,0.12500875,7.0,0.0
2026-09-18,0.13424657534246576,270.0,put,0.33,0.0,0.0,0.12500875,17.0,0.0
2026-09-18,0.13424657534246576,275.0,put,0.36,0.0,0.0,0.12500875,12.0,0.0
2026-09-18,0.13424657534246576,280.0,put,0.42,0.0,0.0,0.12500875,92.0,0.0
2026-09-18,0.13424657534246576,285.0,put,0.61,0.0,0.0,0.12500875,9.0,0.0
2026-09-18,0.13424657534246576,290.0,put,0.64,0.0,0.0,0.12500875,26.0,0.0
2026-09-18,0.13424657534246576,295.0,put,0.86,0.0,0.0,0.062509375,63.0,0.0
2026-09-18,0.13424657534246576,300.0,put,1.2,0.0,0.0,0.062509375,74.0,0.0
2026-09-18,0.13424657534246576,305.0,put,1.47,0.0,0.0,0.062509375,43.0,0.0
2026-09-18,0.13424657534246576,310.0,put,1.93,0.0,0.0,0.062509375,65.0,0.0
2026-09-18,0.13424657534246576,315.0,put,2.23,0.0,0.0,0.062509375,52.0,0.0
2026-09-18,0.13424657534246576,320.0,put,3.34,0.0,0.0,0.0312596875,466.0,0.0
2026-09-18,0.13424657534246576,325.0,put,4.2,0.0,0.0,0.0312596875,407.0,0.0
2026-09-18,0.13424657534246576,330.0,put,5.5,0.0,0.0,0.0312596875,277.0,0.0
2026-09-18,0.13424657534246576,335.0,put,6.57,0.0,0.0,0.015634843750000002,618.0,0.0
2026-09-18,0.13424657534246576,340.0,put,8.75,0.0,0.0,0.007822421875,1200.0,0.0
2026-09-18,0.13424657534246576,345.0,put,10.5,0.0,0.0,1.0000000000000003e-05,420.0,0.0
2026-09-18,0.13424657534246576,350.0,put,13.3,0.0,0.0,1.0000000000000003e-05,513.0,0.0
2026-09-18,0.13424657534246576,355.0,put,15.75,0.0,0.0,1.0000000000000003e-05,73.0,0.0
2026-09-18,0.13424657534246576,360.0,put,16.34,0.0,0.0,1.0000000000000003e-05,11.0,0.0
2026-09-18,0.13424657534246576,365.0,put,20.55,0.0,0.0,1.0000000000000003e-05,3.0,0.0
2026-09-18,0.13424657534246576,370.0,put,23.7,0.0,0.0,1.0000000000000003e-05,10.0,0.0
2026-09-18,0.13424657534246576,375.0,put,22.05,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-09-18,0.13424657534246576,380.0,put,28.2,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-09-18,0.13424657534246576,385.0,put,78.09,85.1,89.25,1.2070962496948239,,0.0
2026-09-18,0.13424657534246576,390.0,put,66.67,78.45,81.1,0.9953613745117188,1.0,0.0
2026-09-18,0.13424657534246576,400.0,put,60.07,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-18,0.13424657534246576,410.0,put,60.45,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-09-18,0.13424657534246576,430.0,put,116.86,81.2,85.15,1.0000000000000003e-05,2.0,0.0
2026-09-18,0.13424657534246576,435.0,put,121.84,86.25,90.1,1.0000000000000003e-05,2.0,0.0
2026-09-18,0.13424657534246576,440.0,put,126.78,91.25,95.1,1.0000000000000003e-05,2.0,0.0
2026-09-18,0.13424657534246576,475.0,put,142.75,123.8,127.3,1.0000000000000003e-05,2.0,0.0
2026-10-16,0.21095890410958903,195.0,call,146.3,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-10-16,0.21095890410958903,200.0,call,141.36,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-10-16,0.21095890410958903,205.0,call,136.12,0.0,0.0,1.0000000000000003e-05,4.0,0.0
2026-10-16,0.21095890410958903,210.0,call,130.05,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-10-16,0.21095890410958903,215.0,call,126.53,0.0,0.0,1.0000000000000003e-05,,0.0
2026-10-16,0.21095890410958903,220.0,call,81.89,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-10-16,0.21095890410958903,230.0,call,112.05,0.0,0.0,1.0000000000000003e-05,6.0,0.0
2026-10-16,0.21095890410958903,235.0,call,104.35,0.0,0.0,1.0000000000000003e-05,,0.0
2026-10-16,0.21095890410958903,240.0,call,74.75,107.45,111.35,0.6428258374023439,,10.0
2026-10-16,0.21095890410958903,245.0,call,95.7,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-10-16,0.21095890410958903,250.0,call,80.88,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-10-16,0.21095890410958903,255.0,call,48.54,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-10-16,0.21095890410958903,260.0,call,85.3,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-10-16,0.21095890410958903,265.0,call,73.74,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-10-16,0.21095890410958903,270.0,call,89.0,0.0,0.0,1.0000000000000003e-05,5.0,0.0
2026-10-16,0.21095890410958903,275.0,call,65.36,76.05,79.7,0.5510298803710938,3.0,4.0
2026-10-16,0.21095890410958903,280.0,call,71.45,0.0,0.0,1.0000000000000003e-05,5.0,0.0
2026-10-16,0.21095890410958903,285.0,call,65.54,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-10-16,0.21095890410958903,290.0,call,66.23,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-10-16,0.21095890410958903,295.0,call,59.8,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-10-16,0.21095890410958903,300.0,call,58.55,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-10-16,0.21095890410958903,305.0,call,50.2,0.0,0.0,1.0000000000000003e-05,5.0,0.0
2026-10-16,0.21095890410958903,310.0,call,45.07,0.0,0.0,1.0000000000000003e-05,6.0,0.0
2026-10-16,0.21095890410958903,315.0,call,44.6,0.0,0.0,1.0000000000000003e-05,10.0,0.0
2026-10-16,0.21095890410958903,320.0,call,43.29,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-10-16,0.21095890410958903,325.0,call,28.64,0.0,0.0,1.0000000000000003e-05,16.0,0.0
2026-10-16,0.21095890410958903,330.0,call,29.1,0.0,0.0,1.0000000000000003e-05,65.0,0.0
2026-10-16,0.21095890410958903,335.0,call,28.75,0.0,0.0,1.0000000000000003e-05,50.0,0.0
2026-10-16,0.21095890410958903,340.0,call,18.63,0.0,0.0,1.0000000000000003e-05,24.0,0.0
2026-10-16,0.21095890410958903,345.0,call,17.45,0.0,0.0,0.0004982763671875,82.0,0.0
2026-10-16,0.21095890410958903,350.0,call,13.71,0.0,0.0,0.007822421875,195.0,0.0
2026-10-16,0.21095890410958903,355.0,call,11.4,0.0,0.0,0.015634843750000002,76.0,0.0
2026-10-16,0.21095890410958903,360.0,call,9.49,0.0,0.0,0.015634843750000002,83.0,0.0
2026-10-16,0.21095890410958903,365.0,call,7.75,0.0,0.0,0.0312596875,123.0,0.0
2026-10-16,0.21095890410958903,370.0,call,6.4,0.0,0.0,0.0312596875,94.0,0.0
2026-10-16,0.21095890410958903,375.0,call,4.65,0.0,0.0,0.0312596875,34.0,0.0
2026-10-16,0.21095890410958903,380.0,call,3.78,0.0,0.0,0.0312596875,55.0,0.0
2026-10-16,0.21095890410958903,385.0,call,3.55,0.0,0.0,0.062509375,31.0,0.0
2026-10-16,0.21095890410958903,390.0,call,2.46,0.0,0.0,0.062509375,4.0,0.0
2026-10-16,0.21095890410958903,395.0,call,2.02,0.0,0.0,0.062509375,14.0,0.0
2026-10-16,0.21095890410958903,400.0,call,1.76,0.0,0.0,0.062509375,2.0,0.0
2026-10-16,0.21095890410958903,405.0,call,1.44,0.0,0.0,0.062509375,8.0,0.0
2026-10-16,0.21095890410958903,410.0,call,0.93,0.0,0.0,0.062509375,26.0,0.0
2026-10-16,0.21095890410958903,420.0,call,1.12,0.0,0.0,0.062509375,25.0,0.0
2026-10-16,0.21095890410958903,430.0,call,0.66,0.0,0.0,0.12500875,2.0,0.0
2026-10-16,0.21095890410958903,195.0,put,0.13,0.0,0.0,0.2500075,1.0,0.0
2026-10-16,0.21095890410958903,200.0,put,0.05,0.0,0.0,0.2500075,8.0,0.0
2026-10-16,0.21095890410958903,205.0,put,0.1,0.0,0.0,0.2500075,1.0,0.0
2026-10-16,0.21095890410958903,210.0,put,0.15,0.0,0.0,0.2500075,1.0,0.0
2026-10-16,0.21095890410958903,215.0,put,1.44,0.0,0.62,0.5183153637695312,2.0,14.0
2026-10-16,0.21095890410958903,220.0,put,0.39,0.0,0.0,0.2500075,2.0,0.0
2026-10-16,0.21095890410958903,225.0,put,0.59,0.0,0.0,0.2500075,2.0,0.0
2026-10-16,0.21095890410958903,230.0,put,0.23,0.0,0.0,0.12500875,3.0,0.0
2026-10-16,0.21095890410958903,235.0,put,0.18,0.0,0.0,0.12500875,1.0,0.0
2026-10-16,0.21095890410958903,240.0,put,0.31,0.0,0.0,0.12500875,21.0,0.0
2026-10-16,0.21095890410958903,245.0,put,0.41,0.0,0.0,0.12500875,1.0,0.0
2026-10-16,0.21095890410958903,250.0,put,0.61,0.0,0.0,0.12500875,8.0,0.0
2026-10-16,0.21095890410958903,255.0,put,0.5,0.0,0.0,0.12500875,3.0,0.0
2026-10-16,0.21095890410958903,260.0,put,0.87,0.0,0.0,0.12500875,15.0,0.0
2026-10-16,0.21095890410958903,265.0,put,0.67,0.0,0.0,0.12500875,2.0,0.0
2026-10-16,0.21095890410958903,270.0,put,0.9,0.0,0.0,0.12500875,4.0,0.0
2026-10-16,0.21095890410958903,275.0,put,1.13,0.0,0.0,0.12500875,85.0,0.0
2026-10-16,0.21095890410958903,280.0,put,1.34,0.0,0.0,0.12500875,33.0,0.0
2026-10-16,0.21095890410958903,285.0,put,1.61,0.0,0.0,0.062509375,436.0,0.0
2026-10-16,0.21095890410958903,290.0,put,1.98,0.0,0.0,0.062509375,14.0,0.0
2026-10-16,0.21095890410958903,295.0,put,1.95,0.0,0.0,0.062509375,15.0,0.0
2026-10-16,0.21095890410958903,300.0,put,3.0,0.0,0.0,0.062509375,45.0,0.0
2026-10-16,0.21095890410958903,305.0,put,3.5,0.0,0.0,0.062509375,9.0,0.0
